season,date,game,brand,asset,exposure,duration,qimv,exposure_impressions,sponsorship_impressions,qi_sponsorship_impressions
2022-2023,2023-03-01 00:00:00,NY Islanders,Chevy,Virtual Branding,1,3,556,157440,15744,10153
2022-2023,2023-03-01 00:00:00,NY Islanders,Miller,Virtual Branding,1,6,1002,157440,31488,18288
2022-2023,2023-03-01 00:00:00,NY Islanders,Chase,Upper Bowl LED,5,14,1543,1013192,94565,28168
2022-2023,2023-03-01 00:00:00,NY Islanders,Citizens Financial,Upper Bowl LED,2,3,373,405277,20264,6816
2022-2023,2023-03-01 00:00:00,NY Islanders,Miller,Upper Bowl LED,2,3,369,405277,20264,6738
2022-2023,2023-03-01 00:00:00,NY Islanders,Miller Lite,Upper Bowl LED,5,16,1720,1013192,108074,31397
2022-2023,2023-03-01 00:00:00,NY Islanders,Chase,Stanchion,20,177,10945,4052766,1195566,199833
2022-2023,2023-03-01 00:00:00,NY Islanders,Citizens Financial,Stanchion,23,163,9892,4660681,1101001,180616
2022-2023,2023-03-01 00:00:00,NY Islanders,Draftkings,Stanchion,10,91,5390,2026383,614670,98419
2022-2023,2023-03-01 00:00:00,NY Islanders,Draftkings,Stanchion,172,393,22202,34853788,2654562,405369
2022-2023,2023-03-01 00:00:00,NY Islanders,Fan Duel,Stanchion,9,64,3753,1823745,432295,68519
2022-2023,2023-03-01 00:00:00,NY Islanders,Fan Duel,Stanchion,213,777,40050,43161958,5248332,731243
2022-2023,2023-03-01 00:00:00,NY Islanders,Miller,Stanchion,13,75,5105,2634298,506596,93208
2022-2023,2023-03-01 00:00:00,NY Islanders,Miller Lite,Stanchion,22,131,8914,4458043,884854,162748
2022-2023,2023-03-01 00:00:00,NY Islanders,United Air Lines,Stanchion,4,30,1693,810553,202638,30902
2022-2023,2023-03-01 00:00:00,NY Islanders,Chase,Scoreboard,24,84,5905,4863319,567387,107807
2022-2023,2023-03-01 00:00:00,NY Islanders,Chase,Pole Pad,12,64,5715,1889280,335872,104338
2022-2023,2023-03-01 00:00:00,NY Islanders,Chevrolet,Pole Pad,2,20,2767,314880,104960,50515
2022-2023,2023-03-01 00:00:00,NY Islanders,Chevy,Pole Pad,1,12,1466,157440,62976,26771
2022-2023,2023-03-01 00:00:00,NY Islanders,Citizens Financial,Pole Pad,2,13,991,314880,68224,18086
2022-2023,2023-03-01 00:00:00,NY Islanders,Fan Duel,Pole Pad,3,17,2310,472320,89216,42184
2022-2023,2023-03-01 00:00:00,NY Islanders,Chase,Pole,23,286,26224,4660681,1931818,478803
2022-2023,2023-03-01 00:00:00,NY Islanders,Chevy,Pole,4,56,5677,810553,378258,103643
2022-2023,2023-03-01 00:00:00,NY Islanders,Citizens Financial,Pole,13,146,13342,2634298,986173,243596
2022-2023,2023-03-01 00:00:00,NY Islanders,Draftkings,Pole,9,122,10528,1823745,824062,192225
2022-2023,2023-03-01 00:00:00,NY Islanders,Fan Duel,Pole,8,90,7248,1621106,607915,132343
2022-2023,2023-03-01 00:00:00,NY Islanders,Miller,Pole,7,109,10192,1418468,736252,186081
2022-2023,2023-03-01 00:00:00,NY Islanders,Miller Lite,Pole,22,253,23340,4458043,1708916,426138
2022-2023,2023-03-01 00:00:00,NY Islanders,United Air Lines,Pole,6,48,4398,1215830,324221,80308
2022-2023,2023-03-01 00:00:00,NY Islanders,Chevrolet,Lower Bowl LED,2,4,720,314880,20992,13154
2022-2023,2023-03-01 00:00:00,NY Islanders,Miller Lite,Jersey,291,2755,272367,58967745,18608951,4972932
2022-2023,2023-03-01 00:00:00,NY Islanders,Miller,Endzone,16,31,3619,3242213,209393,66081
2022-2023,2023-03-02 00:00:00,NY Islanders,Chevrolet,TVGI,2,17,2903,380116,107700,52992
2022-2023,2023-03-02 00:00:00,NY Islanders,Chevy,TVGI,1,5,1174,190058,31676,21435
2022-2023,2023-03-02 00:00:00,NY Islanders,Coca-cola,TVGI,4,7,1440,760233,44347,26298
2022-2023,2023-03-02 00:00:00,NY Islanders,Draftkings,Stanchion,109,670,80688,20716342,4244633,1473145
2022-2023,2023-03-02 00:00:00,NY Islanders,Chase,Pole Pad,10,58,5444,1900582,367446,99389
2022-2023,2023-03-02 00:00:00,NY Islanders,Delta,Pole Pad,3,191,18336,570175,1210037,334775
2022-2023,2023-03-02 00:00:00,NY Islanders,Fan Duel,Pole Pad,1,14,2176,190058,88694,39735
2022-2023,2023-03-02 00:00:00,NY Islanders,Chase,Player Tunnel,50,560,52519,9502909,3547753,958854
2022-2023,2023-03-02 00:00:00,NY Islanders,Chevy,Player Tunnel,80,356,38025,15204655,2255357,694244
2022-2023,2023-03-02 00:00:00,NY Islanders,Citizens Financial,Player Tunnel,16,147,14748,3040931,931285,269256
2022-2023,2023-03-02 00:00:00,NY Islanders,Coca-cola,Player Tunnel,15,152,14332,2850873,962961,261664
2022-2023,2023-03-02 00:00:00,NY Islanders,Draftkings,Player Tunnel,16,152,14278,3040931,962961,260673
2022-2023,2023-03-02 00:00:00,NY Islanders,Fan Duel,Player Tunnel,5,57,5426,950291,361111,99065
2022-2023,2023-03-02 00:00:00,NY Islanders,Miller Lite,Player Tunnel,28,276,27494,5321629,1748535,501969
2022-2023,2023-03-02 00:00:00,NY Islanders,Verizon,Player Tunnel,28,98,9922,5321629,620857,181142
2022-2023,2023-03-02 00:00:00,NY Islanders,Chase,Player Seatbacks,125,481,50454,23757273,3047266,921151
2022-2023,2023-03-02 00:00:00,NY Islanders,Miller Lite,Player Seatbacks,131,624,56264,24897622,3953210,1027230
2022-2023,2023-03-02 00:00:00,NY Islanders,Chase,On-Court,324,1348,191450,142578851,19773281,5836484
2022-2023,2023-03-02 00:00:00,NY Islanders,Citizens Financial,On-Court,297,921,128984,130697280,13509786,3932179
2022-2023,2023-03-02 00:00:00,NY Islanders,Chase,LED,76,187,20026,33444422,2743029,610506
2022-2023,2023-03-02 00:00:00,NY Islanders,Chevy,LED,40,102,9732,17602327,1496198,296693
2022-2023,2023-03-02 00:00:00,NY Islanders,Citizens Financial,LED,46,167,11418,20242676,2449657,348073
2022-2023,2023-03-02 00:00:00,NY Islanders,Coca-cola,LED,109,288,25983,47966342,4224559,792116
2022-2023,2023-03-02 00:00:00,NY Islanders,Draftkings,LED,37,76,9335,16282153,1114814,284591
2022-2023,2023-03-02 00:00:00,NY Islanders,Fan Duel,LED,71,325,27229,31244131,4767297,830108
2022-2023,2023-03-02 00:00:00,NY Islanders,Miller Lite,LED,68,194,17749,29923956,2845710,541098
2022-2023,2023-03-02 00:00:00,NY Islanders,Miller,Jersey,232,550,41018,102093498,8067733,1250472
2022-2023,2023-03-03 00:00:00,NJ Devils,Citizens,Endzone,158,1506,149221,31055144,9866888,2794617
2022-2023,2023-03-03 00:00:00,NJ Devils,Citizens Financial,Endzone,139,851,79087,27320665,5575512,1481150
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Chevy,Virtual Branding,1,4,1107,238675,31823,20217
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Chase,Upper Bowl LED,4,5,499,990481,41270,9257
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Miller,Upper Bowl LED,2,3,343,495240,24762,6366
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Miller Lite,Upper Bowl LED,1,1,107,247620,8254,1992
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Chase,Stanchion,27,216,15910,6685745,1782865,295275
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Citizens Financial,Stanchion,14,101,7725,3466683,833655,143365
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Draftkings,Stanchion,14,117,8864,3466683,965719,164499
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Draftkings,Stanchion,55,90,6436,13619111,742861,119449
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Fan Duel,Stanchion,112,195,14254,27733462,1609531,264549
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Miller,Stanchion,15,82,7191,3714303,676829,133461
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Miller Lite,Stanchion,23,197,15302,5695265,1626039,283987
2022-2023,2023-03-07 00:00:00,Buffalo Bills,United Air Lines,Stanchion,4,49,3382,990481,404446,62770
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Chase,Scoreboard,16,162,12583,3961923,1337149,233525
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Chase,Scoreboard,16,52,4598,3961923,429208,85334
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Chevy,Scoreboard,1,5,793,247620,41270,14717
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Chase,Pole Pad,14,87,13708,3341453,692158,250280
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Chevrolet,Pole Pad,2,18,3486,477350,143205,63655
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Chevy,Pole Pad,2,10,2170,477350,79558,39619
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Citizens Financial,Pole Pad,2,22,3993,477350,175028,72899
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Fan Duel,Pole Pad,3,42,8382,716026,334145,153032
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Miller,Pole Pad,2,22,4442,477350,175028,81107
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Chase,Pole,28,316,33093,6933366,2608266,614177
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Chevy,Pole,4,59,6302,990481,486986,116955
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Citizens Financial,Pole,10,98,10173,2476202,808893,188796
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Draftkings,Pole,14,154,15417,3466683,1271117,286117
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Fan Duel,Pole,9,50,5377,2228582,412700,99791
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Miller,Pole,15,130,15995,3714303,1073021,296854
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Miller Lite,Pole,17,257,26592,4209543,2121280,493524
2022-2023,2023-03-07 00:00:00,Buffalo Bills,United Air Lines,Pole,5,57,5699,1238101,470478,105764
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Draftkings,Player Tunnel,173,560,32229,42838295,4622244,598142
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Miller Lite,Jersey,280,2720,333989,69333656,22450898,6198523
2022-2023,2023-03-07 00:00:00,Buffalo Bills,Miller,Endzone,12,39,5319,2971442,321906,98719
2022-2023,2023-03-11 00:00:00,Pittsburgh Pirates,Citizens,Endzone,155,1453,90435,19483624,6088109,1693673
2022-2023,2023-03-11 00:00:00,Pittsburgh Pirates,Citizens Financial,Endzone,116,620,40766,14581293,2597817,763469
2022-2023,2023-03-14 00:00:00,Carolina Panthers,Citizens,Endzone,155,1323,86493,20283858,5771085,1619837
2022-2023,2023-03-14 00:00:00,Carolina Panthers,Citizens Financial,Endzone,148,870,58800,19367813,3795044,1101200
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chevy,Virtual Branding,1,3,633,178429,17843,11555
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Coca-cola,Upper Bowl LED,1,1,88,273646,9122,1931
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chevrolet,TVGI,1,12,1896,178429,71372,34615
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Coca-cola,TVGI,1,14,2061,178429,83267,37628
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Fan Duel,TVGI,1,14,1997,178429,83267,36454
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Draftkings,Stanchion,129,595,69973,23017353,3538844,1277526
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chase,Pole Pad,10,52,6497,1784291,309277,118610
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chevrolet,Pole Pad,1,10,976,178429,59476,17819
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chevy,Pole Pad,1,12,1593,178429,71372,29077
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Coca-cola,Pole Pad,1,10,700,178429,59476,12776
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Delta,Pole Pad,2,30,2029,356858,178429,37048
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Fan Duel,Pole Pad,1,13,2039,178429,77319,37229
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chase,Player Tunnel,42,336,31030,7494022,1998406,566533
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chevrolet,Player Tunnel,1,10,743,178429,59476,13561
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chevy,Player Tunnel,90,339,35506,16058618,2016249,648244
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Citizens Financial,Player Tunnel,20,177,16229,3568582,1052732,296294
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Coca-cola,Player Tunnel,14,173,14991,2498007,1028941,273700
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Draftkings,Player Tunnel,16,165,14213,2854865,981360,259498
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Fan Duel,Player Tunnel,31,326,28926,5531302,1938929,528117
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Miller Lite,Player Tunnel,67,346,32737,11954749,2057882,597700
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Verizon,Player Tunnel,37,135,13873,6601876,802931,253292
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chase,Player Seatbacks,115,582,56750,20519345,3461524,1036105
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Miller Lite,Player Seatbacks,134,616,54639,23909498,3663744,997557
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chase,On-Court,303,1174,148061,82914628,10708666,3259712
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chase,On-Court,1,1,56,273646,9122,1230
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Citizens Financial,On-Court,265,738,93563,72516094,6731683,2059873
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chase,LED,123,291,26748,33658413,2654363,588877
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Chevy,LED,40,70,6541,10945825,638506,144015
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Citizens Financial,LED,40,87,6771,10945825,793572,149059
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Coca-cola,LED,87,237,18256,23807170,2161801,401918
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Draftkings,LED,46,84,8389,12587699,766208,184699
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Fan Duel,LED,46,82,6224,12587699,747965,137030
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Miller Lite,LED,94,196,17314,25722690,1787818,381187
2022-2023,2023-03-16 00:00:00,Carolina Panthers,Miller,Jersey,352,972,61389,96323264,8866119,1351542
2022-2023,2023-03-18 00:00:00,LA Rams,Chevy,Virtual Branding,1,3,488,129522,12952,8903
2022-2023,2023-03-18 00:00:00,LA Rams,Miller,Upper Bowl LED,3,9,737,431205,43120,14031
2022-2023,2023-03-18 00:00:00,LA Rams,Chase,Stanchion,26,183,7869,3737107,876783,149754
2022-2023,2023-03-18 00:00:00,LA Rams,Citizens Financial,Stanchion,19,122,5648,2730963,584522,107486
2022-2023,2023-03-18 00:00:00,LA Rams,Draftkings,Stanchion,20,150,6647,2874698,718675,126504
2022-2023,2023-03-18 00:00:00,LA Rams,Draftkings,Stanchion,74,133,5457,10636383,637225,103859
2022-2023,2023-03-18 00:00:00,LA Rams,Fan Duel,Stanchion,4,39,1599,574940,186855,30439
2022-2023,2023-03-18 00:00:00,LA Rams,Fan Duel,Stanchion,142,299,10884,20410356,1432558,207139
2022-2023,2023-03-18 00:00:00,LA Rams,Miller,Stanchion,13,61,2799,1868554,292261,53261
2022-2023,2023-03-18 00:00:00,LA Rams,Miller Lite,Stanchion,12,105,4414,1724819,503072,84004
2022-2023,2023-03-18 00:00:00,LA Rams,United Air Lines,Stanchion,8,48,2063,1149879,229976,39257
2022-2023,2023-03-18 00:00:00,LA Rams,Chase,Scoreboard,1,4,287,143735,19165,5466
2022-2023,2023-03-18 00:00:00,LA Rams,Chase,Scoreboard,11,23,1200,1581084,110197,22833
2022-2023,2023-03-18 00:00:00,LA Rams,Citizens Financial,Scoreboard,2,2,117,287470,9582,2230
2022-2023,2023-03-18 00:00:00,LA Rams,Chase,Pole Pad,12,50,3849,1554268,215871,70269
2022-2023,2023-03-18 00:00:00,LA Rams,Chevrolet,Pole Pad,2,14,1603,259045,60444,29272
2022-2023,2023-03-18 00:00:00,LA Rams,Chevy,Pole Pad,1,15,1455,129522,64761,26571
2022-2023,2023-03-18 00:00:00,LA Rams,Citizens,Pole Pad,1,25,2753,129522,107935,50265
2022-2023,2023-03-18 00:00:00,LA Rams,Citizens Financial,Pole Pad,1,6,436,129522,25904,7955
2022-2023,2023-03-18 00:00:00,LA Rams,Fan Duel,Pole Pad,2,38,4185,259045,164062,76406
2022-2023,2023-03-18 00:00:00,LA Rams,Miller,Pole Pad,1,8,981,129522,34539,17905
2022-2023,2023-03-18 00:00:00,LA Rams,Chase,Pole,25,298,17871,3593373,1427767,340107
2022-2023,2023-03-18 00:00:00,LA Rams,Chevy,Pole,7,52,3616,1006144,249140,68813
2022-2023,2023-03-18 00:00:00,LA Rams,Citizens Financial,Pole,13,131,7842,1868554,627642,149240
2022-2023,2023-03-18 00:00:00,LA Rams,Draftkings,Pole,30,205,12070,4312047,982188,229711
2022-2023,2023-03-18 00:00:00,LA Rams,Fan Duel,Pole,5,46,2520,718675,220394,47952
2022-2023,2023-03-18 00:00:00,LA Rams,Miller,Pole,10,104,6783,1437349,498281,129090
2022-2023,2023-03-18 00:00:00,LA Rams,Miller Lite,Pole,11,165,10051,1581084,790542,191278
2022-2023,2023-03-18 00:00:00,LA Rams,United Air Lines,Pole,12,67,3736,1724819,321008,71103
2022-2023,2023-03-18 00:00:00,LA Rams,Miller Lite,Jersey,284,2589,179961,40820712,12404322,3424941
2022-2023,2023-03-18 00:00:00,LA Rams,Chase,Exit Tunnel,1,27,1775,143735,129361,33776
2022-2023,2023-03-18 00:00:00,LA Rams,Miller,Endzone,12,14,1170,1724819,67076,22276
2022-2023,2023-03-19 00:00:00,LA Rams,Chevy,Virtual Branding,1,3,594,167229,16723,10850
2022-2023,2023-03-19 00:00:00,LA Rams,Chevrolet,TVGI,1,11,1620,167229,61317,29586
2022-2023,2023-03-19 00:00:00,LA Rams,Chevy,TVGI,1,6,1158,167229,33446,21134
2022-2023,2023-03-19 00:00:00,LA Rams,Fan Duel,TVGI,1,13,1722,167229,72466,31443
2022-2023,2023-03-19 00:00:00,LA Rams,Draftkings,Stanchion,119,583,63879,19900203,3249809,1166260
2022-2023,2023-03-19 00:00:00,LA Rams,Chase,Pole Pad,13,78,6541,2173972,434794,119422
2022-2023,2023-03-19 00:00:00,LA Rams,Chevrolet,Pole Pad,1,6,675,167229,33446,12328
2022-2023,2023-03-19 00:00:00,LA Rams,Chevy,Pole Pad,1,9,1126,167229,50169,20564
2022-2023,2023-03-19 00:00:00,LA Rams,Delta,Pole Pad,1,19,1442,167229,105911,26330
2022-2023,2023-03-19 00:00:00,LA Rams,Chase,Player Tunnel,57,376,31889,9532030,2095932,582201
2022-2023,2023-03-19 00:00:00,LA Rams,Chevrolet,Player Tunnel,1,6,493,167229,33446,8994
2022-2023,2023-03-19 00:00:00,LA Rams,Chevy,Player Tunnel,93,411,40033,15552260,2291032,730900
2022-2023,2023-03-19 00:00:00,LA Rams,Citizens Financial,Player Tunnel,10,85,7846,1672286,473814,143239
2022-2023,2023-03-19 00:00:00,LA Rams,Coca-cola,Player Tunnel,17,161,13060,2842886,897460,238442
2022-2023,2023-03-19 00:00:00,LA Rams,Draftkings,Player Tunnel,15,153,12685,2508429,852866,231595
2022-2023,2023-03-19 00:00:00,LA Rams,Fan Duel,Player Tunnel,33,336,27847,5518544,1872960,508414
2022-2023,2023-03-19 00:00:00,LA Rams,Miller Lite,Player Tunnel,76,379,34327,12709374,2112655,626721
2022-2023,2023-03-19 00:00:00,LA Rams,Verizon,Player Tunnel,34,126,11759,5685772,702360,214692
2022-2023,2023-03-19 00:00:00,LA Rams,Chase,Player Seatbacks,120,578,51855,20067432,3221938,946737
2022-2023,2023-03-19 00:00:00,LA Rams,Miller Lite,Player Seatbacks,120,591,47595,20067432,3294403,868968
2022-2023,2023-03-19 00:00:00,LA Rams,Chase,On-Court,296,1213,111991,51789226,7074362,2103103
2022-2023,2023-03-19 00:00:00,LA Rams,Citizens Financial,On-Court,239,710,66333,41816300,4140805,1245680
2022-2023,2023-03-19 00:00:00,LA Rams,Chase,LED,76,147,10079,13297234,857322,189284
2022-2023,2023-03-19 00:00:00,LA Rams,Chevy,LED,17,44,2954,2974381,256613,55472
2022-2023,2023-03-19 00:00:00,LA Rams,Citizens Financial,LED,40,146,8094,6998544,851490,152005
2022-2023,2023-03-19 00:00:00,LA Rams,Coca-cola,LED,54,136,7348,9448034,793168,137988
2022-2023,2023-03-19 00:00:00,LA Rams,Draftkings,LED,45,103,8153,7873362,600708,153108
2022-2023,2023-03-19 00:00:00,LA Rams,Fan Duel,LED,26,58,3192,4549054,338263,59947
2022-2023,2023-03-19 00:00:00,LA Rams,Miller Lite,LED,72,151,10456,12597379,880650,196357
2022-2023,2023-03-19 00:00:00,LA Rams,Miller,Jersey,245,625,29157,42866082,3645075,547540
2022-2023,2023-03-20 00:00:00,LA Chargers,Chevy,Virtual Branding,1,3,591,156640,15664,10794
2022-2023,2023-03-20 00:00:00,LA Chargers,Chase,Upper Bowl LED,4,12,1088,771330,77133,22403
2022-2023,2023-03-20 00:00:00,LA Chargers,Draftkings,Upper Bowl LED,1,5,428,192832,32139,8809
2022-2023,2023-03-20 00:00:00,LA Chargers,Miller Lite,Upper Bowl LED,1,2,160,192832,12855,3299
2022-2023,2023-03-20 00:00:00,LA Chargers,United Air Lines,Upper Bowl LED,1,1,95,192832,6428,1951
2022-2023,2023-03-20 00:00:00,LA Chargers,Chase,Stanchion,33,200,11379,6363471,1285550,234293
2022-2023,2023-03-20 00:00:00,LA Chargers,Citizens Financial,Stanchion,20,148,7833,3856649,951307,161286
2022-2023,2023-03-20 00:00:00,LA Chargers,Draftkings,Stanchion,12,95,4962,2313989,610636,102166
2022-2023,2023-03-20 00:00:00,LA Chargers,Draftkings,Stanchion,94,196,9217,18126251,1259839,189770
2022-2023,2023-03-20 00:00:00,LA Chargers,Fan Duel,Stanchion,6,40,2227,1156995,257110,45843
2022-2023,2023-03-20 00:00:00,LA Chargers,Fan Duel,Stanchion,172,299,15190,33167182,1921897,312747
2022-2023,2023-03-20 00:00:00,LA Chargers,Miller,Stanchion,18,96,5553,3470984,617064,114334
2022-2023,2023-03-20 00:00:00,LA Chargers,Miller Lite,Stanchion,21,117,6812,4049482,752047,140264
2022-2023,2023-03-20 00:00:00,LA Chargers,United Air Lines,Stanchion,7,55,2859,1349827,353526,58862
2022-2023,2023-03-20 00:00:00,LA Chargers,Chase,Scoreboard,21,54,3020,4049482,347098,62188
2022-2023,2023-03-20 00:00:00,LA Chargers,Citizens Financial,Scoreboard,1,2,181,192832,12855,3718
2022-2023,2023-03-20 00:00:00,LA Chargers,Chase,Pole Pad,15,109,11697,2349600,569125,213560
2022-2023,2023-03-20 00:00:00,LA Chargers,Chevrolet,Pole Pad,3,23,3358,469920,120091,61305
2022-2023,2023-03-20 00:00:00,LA Chargers,Chevy,Pole Pad,1,19,2242,156640,99205,40942
2022-2023,2023-03-20 00:00:00,LA Chargers,Citizens Financial,Pole Pad,1,19,1294,156640,99205,23621
2022-2023,2023-03-20 00:00:00,LA Chargers,Fan Duel,Pole Pad,1,14,1774,156640,73099,32383
2022-2023,2023-03-20 00:00:00,LA Chargers,Miller,Pole Pad,1,8,1200,156640,41771,21913
2022-2023,2023-03-20 00:00:00,LA Chargers,Chase,Pole,5,24,1981,964162,154266,40789
2022-2023,2023-03-20 00:00:00,LA Chargers,Chevy,Pole,2,47,3778,385665,302104,77792
2022-2023,2023-03-20 00:00:00,LA Chargers,Citizens,Pole,27,315,24167,5206476,2024741,497593
2022-2023,2023-03-20 00:00:00,LA Chargers,Citizens Financial,Pole,15,144,11713,2892487,925596,241168
2022-2023,2023-03-20 00:00:00,LA Chargers,Draftkings,Pole,11,151,11087,2121157,970590,228281
2022-2023,2023-03-20 00:00:00,LA Chargers,Fan Duel,Pole,5,57,4194,964162,366382,86356
2022-2023,2023-03-20 00:00:00,LA Chargers,Miller,Pole,25,168,14143,4820811,1079862,291198
2022-2023,2023-03-20 00:00:00,LA Chargers,Miller Lite,Pole,28,268,20238,5399309,1722637,416694
2022-2023,2023-03-20 00:00:00,LA Chargers,United Air Lines,Pole,6,61,4490,1156995,392093,92455
2022-2023,2023-03-20 00:00:00,LA Chargers,Draftkings,Player Tunnel,48,125,5414,9255958,803469,111462
2022-2023,2023-03-20 00:00:00,LA Chargers,Miller Lite,Jersey,305,2624,231843,58813899,16866412,4773506
2022-2023,2023-03-20 00:00:00,LA Chargers,Chase,Exit Tunnel,1,39,3554,192832,250682,73174
2022-2023,2023-03-20 00:00:00,LA Chargers,Miller,Endzone,36,136,10665,6941968,874174,219576
2022-2023,2023-03-21 00:00:00,LA Chargers,Chevy,Virtual Branding,1,3,651,182650,18265,11892
2022-2023,2023-03-21 00:00:00,LA Chargers,Fan Duel,Virtual Branding,1,18,2706,182650,109590,49403
2022-2023,2023-03-21 00:00:00,LA Chargers,Chevrolet,TVGI,1,12,1950,182650,73060,35602
2022-2023,2023-03-21 00:00:00,LA Chargers,Fan Duel,TVGI,1,13,1891,182650,79148,34517
2022-2023,2023-03-21 00:00:00,LA Chargers,Draftkings,Stanchion,119,565,67929,21735361,3439910,1240196
2022-2023,2023-03-21 00:00:00,LA Chargers,Chase,Pole Pad,14,82,7452,2557101,499244,136051
2022-2023,2023-03-21 00:00:00,LA Chargers,Chevy,Pole Pad,1,15,2035,182650,91325,37160
2022-2023,2023-03-21 00:00:00,LA Chargers,Citizens Financial,Pole Pad,3,10,1611,547950,60883,29419
2022-2023,2023-03-21 00:00:00,LA Chargers,Coca-cola,Pole Pad,2,9,1649,365300,54795,30099
2022-2023,2023-03-21 00:00:00,LA Chargers,Delta,Pole Pad,2,33,2347,365300,200915,42842
2022-2023,2023-03-21 00:00:00,LA Chargers,Fan Duel,Pole Pad,2,2,209,365300,12177,3808
2022-2023,2023-03-21 00:00:00,LA Chargers,Chase,Player Tunnel,57,411,38491,10411055,2502306,702740
2022-2023,2023-03-21 00:00:00,LA Chargers,Chevy,Player Tunnel,91,348,37277,16621158,2118741,680585
2022-2023,2023-03-21 00:00:00,LA Chargers,Citizens Financial,Player Tunnel,25,180,17727,4566252,1095901,323640
2022-2023,2023-03-21 00:00:00,LA Chargers,Coca-cola,Player Tunnel,17,155,14274,3105052,943692,260611
2022-2023,2023-03-21 00:00:00,LA Chargers,Draftkings,Player Tunnel,16,209,18895,2922401,1272462,344974
2022-2023,2023-03-21 00:00:00,LA Chargers,Fan Duel,Player Tunnel,42,329,31622,7671304,2003063,577337
2022-2023,2023-03-21 00:00:00,LA Chargers,Miller Lite,Player Tunnel,33,314,30822,6027453,1911738,562729
2022-2023,2023-03-21 00:00:00,LA Chargers,Verizon,Player Tunnel,37,127,13411,6758053,773219,244855
2022-2023,2023-03-21 00:00:00,LA Chargers,Chase,Player Seatbacks,115,554,58301,21004760,3372938,1064417
2022-2023,2023-03-21 00:00:00,LA Chargers,Miller Lite,Player Seatbacks,139,637,58034,25388363,3878270,1059543
2022-2023,2023-03-21 00:00:00,LA Chargers,Chase,On-Court,338,1160,132542,73667807,8427481,2576081
2022-2023,2023-03-21 00:00:00,LA Chargers,Citizens Financial,On-Court,235,594,68368,51218741,4315451,1328791
